,(Revenue Report),이번 달로 가기,총매출,PACK,CARTON,GROCERY,MISC,VAPE,KRATOM,TOBACCO,BEER,후카,메인포스,카드,잡화 비율,카드/총매출,,,주,주별 평균 매출,평균 담배 갑 ,평균 담배보루,평균 그로서리,평균 잡화,평균 베입,평균 크레이톰,평균 토바코,평균 맥주,누락,주별 총 누락,,Total,Cig,Groc,Misc,Tob,Beer,,
,,6/2/2020 Tue,"$4,448.09",$863.46,$535.70,$22.12,"$2,330.28",,,$111.89,$68.94,$118.94,"-$3,817.93","$2,624.13",57.63%,58.99%,68.73%,,,,,,,,,,,,$630.16,,6/2/2020 Tue,"$4,448.09","$1,399.16",$22.12,"$2,330.28",$111.89,$68.94,,
실제 수익,"$137,258.45",6/3/2020 Wed,"$5,239.01",$632.50,$469.70,$35.61,"$3,288.10",,,$101.93,$92.38,$136.89,"-$3,998.92","$3,163.50",69.04%,60.38%,79.11%,,,,,,,,,,,,"$1,240.09",,6/3/2020 Wed,"$5,239.01","$1,102.20",$35.61,"$3,288.10",$101.93,$92.38,,
보고 수익,"$113,183.27",6/4/2020 Thu,"$4,614.38",$738.07,$499.70,$28.78,"$2,379.37",,,$315.29,$190.48,$42.95,"-$3,827.08","$2,681.26",56.72%,58.11%,70.06%,,,,,,,,,,,,$787.30,,6/4/2020 Thu,"$4,614.38","$1,237.77",$28.78,"$2,379.37",$315.29,$190.48,,
카드 수익,"$86,310.92",6/5/2020 Fri,"$6,010.10",$643.71,$808.90,$37.30,"$3,355.75",,,$262.81,$169.73,$185.27,"-$5,020.10","$3,892.77",61.42%,64.77%,77.54%,,,,,,,,,,,,$990.00,,6/5/2020 Fri,"$6,010.10","$1,452.61",$37.30,"$3,355.75",$262.81,$169.73,,
,"$26,872.35",6/6/2020 Sat,"$4,824.30",$741.82,$328.10,$33.77,"$2,899.06",,,$189.16,$177.13,$16.44,"-$3,889.19","$3,020.15",66.10%,62.60%,77.65%,,,,,,,,,,,,$935.11,,6/6/2020 Sat,"$4,824.30","$1,069.92",$33.77,"$2,899.06",$189.16,$177.13,,
담배 수익,"$32,876.37",6/7/2020 Sun,"$4,037.82",$658.02,$424.40,$24.82,"$2,349.04",,,$130.39,$83.90,$0.00,"-$3,506.66","$2,703.88",63.99%,66.96%,77.11%,,,,,,,,,,,,$531.16,,6/7/2020 Sun,"$4,037.82","$1,082.42",$24.82,"$2,349.04",$130.39,$83.90,,
그로서리 수익,$927.61,6/8/2020 Mon,"$3,901.10",$575.82,$487.50,$26.29,"$2,121.97",,,$215.74,$93.99,$24.95,"-$3,233.99","$2,382.58",59.83%,61.07%,73.67%,61.74%,Week 116,"$4,226.19",$607.99,$398.59,$28.92,"$2,455.05",,,$226.70,$88.59,$667.11,,6/8/2020 Mon,"$3,901.10","$1,063.32",$26.29,"$2,121.97",$215.74,$93.99,,
잡화 수익,"$80,770.88",6/9/2020 Tue,"$3,352.38",$458.08,$160.80,$44.78,"$2,036.93",,,$205.44,$53.43,$87.97,"-$2,704.91","$1,898.20",66.84%,56.62%,70.18%,,,,,,,,,,,,$647.47,,6/9/2020 Tue,"$3,352.38",$618.88,$44.78,"$2,036.93",$205.44,$53.43,,
토바코 수익,"$60,028.43",6/10/2020 Wed,"$3,753.58",$617.56,$325.40,$14.27,"$2,089.79",,,$245.48,$119.63,$0.00,"-$3,185.52","$2,350.63",61.24%,62.62%,73.79%,,,,,,,,,,,,$568.06,,6/10/2020 Wed,"$3,753.58",$942.96,$14.27,"$2,089.79",$245.48,$119.63,,
맥주 수익,"$3,098.32",6/11/2020 Thu,"$5,589.42",$580.49,$833.40,$44.40,"$3,191.68",,,$355.83,$75.26,$0.00,"-$4,456.36","$3,392.65",62.81%,60.70%,76.13%,,,,,,,,,,,,"$1,133.06",,6/11/2020 Thu,"$5,589.42","$1,413.89",$44.40,"$3,191.68",$355.83,$75.26,,
,,6/12/2020 Fri,"$4,800.94",$676.10,$203.40,$31.74,"$3,066.04",,,$196.05,$109.02,$81.92,"-$3,800.94","$2,930.64",70.25%,61.04%,77.10%,,,,,,,,,,,,"$1,000.00",,6/12/2020 Fri,"$4,800.94",$879.50,$31.74,"$3,066.04",$196.05,$109.02,,
,"$4,575.28",6/13/2020 Sat,"$4,817.86",$750.56,$491.60,$18.12,"$2,730.02",,,$220.74,$111.69,$56.89,"-$3,823.91","$3,080.38",62.33%,63.94%,80.56%,,,,,,,,,,,,$993.95,,6/13/2020 Sat,"$4,817.86","$1,242.16",$18.12,"$2,730.02",$220.74,$111.69,,
,,6/14/2020 Sun,"$3,368.08",$597.30,$288.00,$22.82,"$1,948.93",,,$147.62,$57.08,$0.00,"-$2,915.95","$2,228.03",63.65%,66.15%,76.41%,,,,,,,,,,,,$452.13,,6/14/2020 Sun,"$3,368.08",$885.30,$22.82,"$1,948.93",$147.62,$57.08,,
,,6/15/2020 Mon,"$4,635.59",$630.37,$318.00,$27.97,"$2,767.74",,,$254.96,$102.94,$11.99,"-$3,752.24","$2,966.26",65.68%,63.99%,79.05%,62.72%,Week 117,"$4,583.27",$565.05,$462.14,$32.16,"$2,788.13",,,$190.03,$105.05,$883.35,,6/15/2020 Mon,"$4,635.59",$948.37,$27.97,"$2,767.74",$254.96,$102.94,,
,,6/16/2020 Tue,"$4,001.42",$602.89,$244.40,$25.23,"$2,436.01",,,$153.36,$90.98,$84.61,"-$3,106.58","$2,156.02",66.97%,53.88%,69.40%,,,,,,,,,,,,$894.84,,6/16/2020 Tue,"$4,001.42",$847.29,$25.23,"$2,436.01",$153.36,$90.98,,
,,6/17/2020 Wed,"$4,225.07",$478.60,$534.10,$19.51,"$2,562.39",,,$140.56,$91.70,$13.96,"-$3,591.02","$2,687.43",66.71%,63.61%,74.84%,,,,,,,,,,,,$634.05,,6/17/2020 Wed,"$4,225.07","$1,012.70",$19.51,"$2,562.39",$140.56,$91.70,,
,,6/18/2020 Thu,"$4,291.94",$495.03,$584.80,$36.91,"$2,509.34",,,$174.18,$88.32,$12.99,"-$3,818.88","$2,997.51",64.31%,69.84%,78.49%,,,,,,,,,,,,$473.06,,6/18/2020 Thu,"$4,291.94","$1,079.83",$36.91,"$2,509.34",$174.18,$88.32,,
,,6/19/2020 Fri,"$6,626.10",$810.56,$490.60,$55.87,"$4,284.22",,,$211.96,$170.27,$0.00,"-$5,240.00","$3,868.48",71.12%,58.38%,73.83%,,,,,,,,,,,,"$1,386.10",,6/19/2020 Fri,"$6,626.10","$1,301.16",$55.87,"$4,284.22",$211.96,$170.27,,
,,6/20/2020 Sat,"$4,506.09",$434.79,$758.80,$38.39,"$2,639.76",,,$122.99,$91.51,$9.97,"-$3,807.63","$2,721.94",64.44%,60.41%,71.49%,,,,,,,,,,,,$698.46,,6/20/2020 Sat,"$4,506.09","$1,193.59",$38.39,"$2,639.76",$122.99,$91.51,,
,,6/21/2020 Sun,"$3,796.67",$503.09,$304.30,$21.27,"$2,317.46",,,$272.19,$99.63,$3.99,"-$3,300.59","$2,618.40",67.14%,68.97%,79.33%,,,,,,,,,,,,$496.08,,6/21/2020 Sun,"$3,796.67",$807.39,$21.27,"$2,317.46",$272.19,$99.63,,
,,6/22/2020 Mon,"$4,343.11",$646.22,$571.70,$56.88,"$2,356.14",,,$206.27,$81.92,$28.97,"-$3,565.53","$2,734.03",59.68%,62.95%,76.68%,64.70%,Week 118,"$4,737.41",$626.46,$581.30,$37.35,"$2,758.84",,,$183.65,$94.14,$777.58,,6/22/2020 Mon,"$4,343.11","$1,217.92",$56.88,"$2,356.14",$206.27,$81.92,,
,,6/23/2020 Tue,"$4,896.67",$711.47,$269.00,$42.73,"$3,101.22",,,$177.42,$132.55,$16.94,"-$4,126.61","$3,385.50",69.67%,69.14%,82.04%,,,,,,,,,,,,$770.06,,6/23/2020 Tue,"$4,896.67",$980.47,$42.73,"$3,101.22",$177.42,$132.55,,
,,6/24/2020 Wed,"$3,068.84",$586.14,$185.00,$26.30,"$1,673.75",,,$226.68,$83.87,$7.97,"-$2,215.18","$1,755.09",59.99%,57.19%,79.23%,,,,,,,,,,,,$853.66,,6/24/2020 Wed,"$3,068.84",$771.14,$26.30,"$1,673.75",$226.68,$83.87,,
,,6/25/2020 Thu,"$4,796.57",$512.78,$864.00,$35.88,"$2,727.06",,,$124.48,$90.19,$5.97,"-$3,819.24","$2,825.74",62.54%,58.91%,73.99%,,,,,,,,,,,,$977.33,,6/25/2020 Thu,"$4,796.57","$1,376.78",$35.88,"$2,727.06",$124.48,$90.19,,
,,6/26/2020 Fri,"$5,038.93",$763.58,$325.30,$42.65,"$3,170.66",,,$163.47,$93.01,$21.97,"-$4,114.86","$3,220.30",69.22%,63.91%,78.26%,,,,,,,,,,,,$924.07,,6/26/2020 Fri,"$5,038.93","$1,088.88",$42.65,"$3,170.66",$163.47,$93.01,,
,,6/27/2020 Sat,"$6,630.49",$704.11,"$1,190.60",$41.18,"$3,703.21",,,$254.83,$112.59,$20.96,"-$5,475.38","$4,248.37",61.44%,64.07%,77.59%,,,,,,,,,,,,"$1,155.11",,6/27/2020 Sat,"$6,630.49","$1,894.71",$41.18,"$3,703.21",$254.83,$112.59,,
,,6/28/2020 Sun,"$4,387.26",$460.91,$663.50,$15.81,"$2,579.83",,,$132.39,$64.87,$70.97,"-$4,277.24","$3,365.52",64.68%,76.71%,78.68%,,,,,,,,,,,,$110.02,,6/28/2020 Sun,"$4,387.26","$1,124.41",$15.81,"$2,579.83",$132.39,$64.87,,
,,6/29/2020 Mon,"$3,507.98",$492.75,$409.70,$22.00,"$2,075.14",,,$138.52,$50.78,$0.00,"-$2,945.36","$2,377.67",65.07%,67.78%,80.73%,65.39%,July,"$4,796.71",$657.41,$527.03,$35.36,"$2,799.72",,,$195.96,$116.76,$562.62,,6/29/2020 Mon,"$3,507.98",$902.45,$22.00,"$2,075.14",$138.52,$50.78,,
,,6/30/2020 Tue,"$4,368.71",$625.16,$248.90,$16.67,"$2,777.55",,,$170.46,$132.63,$0.00,"-$3,345.66","$2,579.81",69.94%,59.05%,77.11%,,,,,,,,,,,,"$1,023.05",,6/30/2020 Tue,"$4,368.71",$874.06,$16.67,"$2,777.55",$170.46,$132.63,,
2020년 7월,매출 보고,7/1/2020 Wed,"$5,845.94",$775.59,$677.20,$33.68,"$3,229.74",,,$404.78,$152.27,$40.97,"-$4,690.87","$3,646.32",60.77%,62.37%,77.73%,,,,,,,,,,,,"$1,155.07",,7/1/2020 Wed,"$5,845.94","$1,452.79",$33.68,"$3,229.74",$404.78,$152.27,,
,,7/2/2020 Thu,"$6,443.33",$833.02,$527.80,$68.64,"$4,160.96",,,$138.14,$105.78,$22.96,"-$5,783.22","$4,505.83",71.04%,69.93%,77.91%,,,,,,,,,,,,$660.11,,7/2/2020 Thu,"$6,443.33","$1,360.82",$68.64,"$4,160.96",$138.14,$105.78,,
실제 수익,"$147,375.80",7/3/2020 Fri,"$5,317.03",$892.06,$578.50,$48.06,"$2,944.01",,,$202.67,$156.14,$11.99,"-$4,491.98","$3,508.11",60.91%,65.98%,78.10%,,,,,,,,,,,,$825.05,,7/3/2020 Fri,"$5,317.03","$1,470.56",$48.06,"$2,944.01",$202.67,$156.14,,
보고 수익,"$125,535.20",7/4/2020 Sat,"$5,220.55",$538.72,$934.50,$40.52,"$2,823.57",,,$142.91,$146.07,$119.43,"-$4,043.28","$3,241.28",59.49%,62.09%,80.16%,,,,,,,,,,,,"$1,177.27",,7/4/2020 Sat,"$5,220.55","$1,473.22",$40.52,"$2,823.57",$142.91,$146.07,,
카드 수익,"$96,203.23",7/5/2020 Sun,"$2,873.41",$444.57,$312.60,$17.93,"$1,587.07",,,$174.24,$73.68,$1.99,"-$2,873.41","$2,026.18",60.76%,70.51%,70.51%,,,,,,,,,,,,$0.00,,7/5/2020 Sun,"$2,873.41",$757.17,$17.93,"$1,587.07",$174.24,$73.68,,
,"$29,331.97",7/6/2020 Mon,"$4,441.50",$680.70,$245.40,$20.13,"$2,846.57",,,$141.79,$90.00,$12.96,"-$3,784.53","$2,593.23",70.50%,58.39%,68.52%,65.73%,Week 120,"$4,681.82",$653.54,$477.53,$29.12,"$2,735.87",,,$205.79,$113.63,$656.97,,7/6/2020 Mon,"$4,441.50",$926.10,$20.13,"$2,846.57",$141.79,$90.00,,
담배 수익,"$35,272.33",7/7/2020 Tue,"$4,459.34",$614.10,$435.50,$34.63,"$2,722.30",,,$115.84,$110.43,$20.96,"-$3,689.30","$2,898.96",67.15%,65.01%,78.58%,,,,,,,,,,,,$770.04,,7/7/2020 Tue,"$4,459.34","$1,049.60",$34.63,"$2,722.30",$115.84,$110.43,,
그로서리 수익,$967.75,7/8/2020 Wed,"$3,915.42",$667.81,$86.90,$22.61,"$2,324.71",,,$197.52,$152.86,$106.89,"-$3,475.39","$2,729.10",65.31%,69.70%,78.53%,,,,,,,,,,,,$440.03,,7/8/2020 Wed,"$3,915.42",$754.71,$22.61,"$2,324.71",$197.52,$152.86,,
잡화 수익,"$86,408.36",7/9/2020 Thu,"$4,770.81",$576.62,"$1,065.10",$34.31,"$2,243.31",,,$259.84,$117.76,$39.92,"-$4,055.73","$3,215.91",51.72%,67.41%,79.29%,,,,,,,,,,,,$715.08,,7/9/2020 Thu,"$4,770.81","$1,641.72",$34.31,"$2,243.31",$259.84,$117.76,,
토바코 수익,"$6,491.14",7/10/2020 Fri,"$5,783.47",$765.62,$503.90,$39.58,"$3,349.20",,,$379.17,$127.04,$92.93,"-$5,013.42","$3,889.35",63.70%,67.25%,77.58%,,,,,,,,,,,,$770.05,,7/10/2020 Fri,"$5,783.47","$1,269.52",$39.58,"$3,349.20",$379.17,$127.04,,
맥주 수익,"$3,614.67",7/11/2020 Sat,"$4,731.58",$677.91,$414.20,$20.20,"$2,837.71",,,$261.99,$82.22,$6.98,"-$3,906.45","$2,983.40",65.97%,63.05%,76.37%,,,,,,,,,,,,$825.13,,7/11/2020 Sat,"$4,731.58","$1,092.11",$20.20,"$2,837.71",$261.99,$82.22,,
,,7/12/2020 Sun,"$4,670.64",$592.04,$591.70,$32.38,"$2,827.27",,,$84.36,$115.08,$2.99,"-$3,867.66","$3,235.79",66.59%,69.28%,83.66%,,,,,,,,,,,,$802.98,,7/12/2020 Sun,"$4,670.64","$1,183.74",$32.38,"$2,827.27",$84.36,$115.08,,
,"$4,754.06",7/13/2020 Mon,"$4,467.73",$508.00,$385.20,$23.02,"$2,800.55",,,$161.72,$88.97,$93.91,"-$3,433.67","$2,604.97",68.95%,58.31%,75.87%,65.63%,Week 121,"$4,409.59",$604.10,$459.80,$29.37,"$2,544.86",,,$200.51,$120.49,"$1,034.06",,7/13/2020 Mon,"$4,467.73",$893.20,$23.02,"$2,800.55",$161.72,$88.97,,
,,7/14/2020 Tue,"$3,357.37",$630.19,$334.40,$37.23,"$1,781.82",,,$123.12,$122.23,$22.97,"-$2,752.30","$2,156.60",58.38%,64.23%,78.36%,,,,,,,,,,,,$605.07,,7/14/2020 Tue,"$3,357.37",$964.59,$37.23,"$1,781.82",$123.12,$122.23,,
,,7/15/2020 Wed,"$4,130.64",$601.74,$385.90,$31.80,"$2,440.52",,,$124.70,$156.30,$13.97,"-$3,580.61","$2,966.49",64.99%,71.82%,82.85%,,,,,,,,,,,,$550.03,,7/15/2020 Wed,"$4,130.64",$987.64,$31.80,"$2,440.52",$124.70,$156.30,,
,,7/16/2020 Thu,"$3,669.94",$596.79,$556.70,$42.55,"$1,709.56",,,$285.64,$67.99,$76.89,"-$3,038.95","$2,320.88",51.24%,63.24%,76.37%,,,,,,,,,,,,$630.99,,7/16/2020 Thu,"$3,669.94","$1,153.49",$42.55,"$1,709.56",$285.64,$67.99,,
,,7/17/2020 Fri,"$5,488.01",$863.66,$250.40,$16.16,"$3,465.10",,,$194.46,$196.08,$2.99,"-$4,992.93","$3,927.64",69.45%,71.57%,78.66%,,,,,,,,,,,,$495.08,,7/17/2020 Fri,"$5,488.01","$1,114.06",$16.16,"$3,465.10",$194.46,$196.08,,
,,7/18/2020 Sat,"$5,566.83",$580.85,$883.80,$17.16,"$3,093.09",,,$345.18,$140.50,$0.00,"-$4,851.80","$3,612.06",61.12%,64.89%,74.45%,,,,,,,,,,,,$715.03,,7/18/2020 Sat,"$5,566.83","$1,464.65",$17.16,"$3,093.09",$345.18,$140.50,,
,,7/19/2020 Sun,"$4,186.58",$447.50,$422.20,$37.67,"$2,523.40",,,$168.74,$71.33,$134.93,"-$3,637.30","$2,736.04",66.30%,65.35%,75.22%,,,,,,,,,,,,$549.28,,7/19/2020 Sun,"$4,186.58",$869.70,$37.67,"$2,523.40",$168.74,$71.33,,
,,7/20/2020 Mon,"$4,194.76",$618.81,$570.60,$20.84,"$2,263.38",,,$192.25,$87.47,$59.87,"-$3,534.71","$2,558.09",59.35%,60.98%,72.37%,63.93%,Week 122,"$4,883.22",$672.86,$479.41,$24.04,"$2,910.08",,,$209.66,$112.99,$660.05,,7/20/2020 Mon,"$4,194.76","$1,189.41",$20.84,"$2,263.38",$192.25,$87.47,,
,,7/21/2020 Tue,"$4,702.28",$658.60,$559.10,$30.13,"$2,553.75",,,$305.65,$119.39,$47.93,"-$3,987.18","$3,128.87",59.74%,66.54%,78.47%,,,,,,,,,,,,$715.10,,7/21/2020 Tue,"$4,702.28","$1,217.70",$30.13,"$2,553.75",$305.65,$119.39,,
,,7/22/2020 Wed,"$6,054.75",$719.90,$826.30,$21.99,"$3,648.20",,,$198.81,$88.90,$0.00,"-$5,284.62","$4,038.91",66.28%,66.71%,76.43%,,,,,,,,,,,,$770.13,,7/22/2020 Wed,"$6,054.75","$1,546.20",$21.99,"$3,648.20",$198.81,$88.90,,
,,7/23/2020 Thu,"$4,768.20",$566.90,$80.90,$28.65,"$3,277.31",,,$252.59,$103.15,$24.98,"-$3,833.14","$2,945.24",75.61%,61.77%,76.84%,,,,,,,,,,,,$935.06,,7/23/2020 Thu,"$4,768.20",$647.80,$28.65,"$3,277.31",$252.59,$103.15,,
,,7/24/2020 Fri,"$6,079.64","$1,090.19",$320.80,$33.10,"$3,713.06",,,$118.86,$194.72,$55.92,"-$5,155.58","$3,873.80",67.18%,63.72%,75.14%,,,,,,,,,,,,$924.06,,7/24/2020 Fri,"$6,079.64","$1,410.99",$33.10,"$3,713.06",$118.86,$194.72,,
,,7/25/2020 Sat,"$4,765.00",$576.03,$573.30,$18.98,"$2,852.57",,,$201.25,$95.57,$13.95,"-$4,214.93","$3,228.33",65.85%,67.75%,76.59%,,,,,,,,,,,,$550.07,,7/25/2020 Sat,"$4,765.00","$1,149.33",$18.98,"$2,852.57",$201.25,$95.57,,
,,7/26/2020 Sun,"$3,617.91",$479.60,$424.90,$14.61,"$2,062.27",,,$198.23,$101.75,$7.49,"-$2,884.18","$2,173.13",62.70%,60.07%,75.35%,,,,,,,,,,,,$733.73,,7/26/2020 Sun,"$3,617.91",$904.50,$14.61,"$2,062.27",$198.23,$101.75,,
,,7/27/2020 Mon,"$4,365.74",$572.51,$732.70,$25.43,"$2,299.27",,,$229.27,$73.75,$35.69,"-$3,885.78","$2,945.36",57.93%,67.47%,75.80%,64.22%,Week 123,"$4,837.54",$631.32,$452.14,$37.36,"$2,894.57",,,$216.91,$127.64,$479.96,,7/27/2020 Mon,"$4,365.74","$1,305.21",$25.43,"$2,299.27",$229.27,$73.75,,
,,7/28/2020 Tue,"$4,397.95",$628.78,$236.70,$27.13,"$2,792.81",,,$160.86,$139.71,$11.96,"-$3,297.92","$2,565.55",69.85%,58.34%,77.79%,,,,,,,,,,,,"$1,100.03",,7/28/2020 Tue,"$4,397.95",$865.48,$27.13,"$2,792.81",$160.86,$139.71,,
,,7/29/2020 Wed,"$5,471.52",$450.60,$621.90,$39.65,"$3,580.89",,,$164.05,$75.85,$40.97,"-$5,471.52","$3,911.87",71.99%,71.50%,71.50%,,,,,,,,,,,,$0.00,,7/29/2020 Wed,"$5,471.52","$1,072.50",$39.65,"$3,580.89",$164.05,$75.85,,
,,7/30/2020 Thu,"$4,805.09",$695.54,$424.90,$37.24,"$2,835.54",,,$237.25,$115.65,$21.93,"-$3,815.05","$2,909.42",64.91%,60.55%,76.26%,,,,,,,,,,,,$990.04,,7/30/2020 Thu,"$4,805.09","$1,120.44",$37.24,"$2,835.54",$237.25,$115.65,,
,,7/31/2020 Fri,"$4,812.84",$738.98,$224.40,$51.74,"$2,818.85",,,$325.26,$146.03,$69.84,"-$4,207.79","$3,126.52",64.43%,64.96%,74.30%,,,,,,,,,,,,$605.05,,7/31/2020 Fri,"$4,812.84",$963.38,$51.74,"$2,818.85",$325.26,$146.03,,
2020년 8월,매출 보고,8/1/2020 Sat,"$5,401.94",$744.12,$674.40,$37.67,"$3,065.50",,,$156.63,$162.41,$69.90,"-$4,796.91","$3,622.91",62.42%,67.07%,75.53%,,,,,,,,,,,,$605.03,,8/1/2020 Sat,"$5,401.94","$1,418.52",$37.67,"$3,065.50",$156.63,$162.41,,
,,8/2/2020 Sun,"$4,607.69",$588.69,$250.00,$42.65,"$2,869.13",,,$245.07,$180.05,$12.99,"-$3,681.09","$2,747.72",68.50%,59.63%,74.64%,,,,,,,,,,,,$926.60,,8/2/2020 Sun,"$4,607.69",$838.69,$42.65,"$2,869.13",$245.07,$180.05,,
실제 수익,"$144,680.98",8/3/2020 Mon,"$4,968.67",$613.19,$922.40,$39.82,"$2,665.96",,,$168.22,$101.18,$5.98,"-$4,033.62","$3,001.79",59.02%,60.41%,74.42%,63.50%,August,"$4,936.77",$628.86,$667.40,$36.79,"$2,824.09",,,$193.55,$106.39,$935.05,,8/3/2020 Mon,"$4,968.67","$1,535.59",$39.82,"$2,665.96",$168.22,$101.18,,
보고 수익,"$121,268.99",8/4/2020 Tue,"$4,151.41",$617.18,$364.40,$47.13,"$2,496.21",,,$175.64,$59.26,$13.97,"-$3,766.35","$2,800.06",66.14%,67.45%,74.34%,,,,,,,,,,,,$385.06,,8/4/2020 Tue,"$4,151.41",$981.58,$47.13,"$2,496.21",$175.64,$59.26,,
카드 수익,"$93,254.96",8/5/2020 Wed,"$5,775.39",$570.37,$901.50,$36.71,"$3,371.80",,,$214.61,$129.12,$25.97,"-$5,182.88","$3,955.01",64.22%,68.48%,76.31%,,,,,,,,,,,,$592.51,,8/5/2020 Wed,"$5,775.39","$1,471.87",$36.71,"$3,371.80",$214.61,$129.12,,
,"$28,014.03",8/6/2020 Thu,"$4,749.30",$654.44,$503.20,$32.02,"$2,695.72",,,$261.75,$91.27,$78.91,"-$3,704.20","$2,745.18",62.44%,57.80%,74.11%,,,,,,,,,,,,"$1,045.10",,8/6/2020 Thu,"$4,749.30","$1,157.64",$32.02,"$2,695.72",$261.75,$91.27,,
담배 수익,"$35,518.69",8/7/2020 Fri,"$5,571.63",$662.04,$899.00,$35.35,"$3,065.64",,,$292.76,$86.11,$23.98,"-$4,526.53","$3,474.97",60.52%,62.37%,76.77%,,,,,,,,,,,,"$1,045.10",,8/7/2020 Fri,"$5,571.63","$1,561.04",$35.35,"$3,065.64",$292.76,$86.11,,
그로서리 수익,"$1,017.91",8/8/2020 Sat,"$5,803.80",$705.54,$575.30,$37.81,"$3,603.27",,,$168.69,$139.43,$45.95,"-$5,198.71","$3,833.87",68.29%,66.06%,73.75%,,,,,,,,,,,,$605.09,,8/8/2020 Sat,"$5,803.80","$1,280.84",$37.81,"$3,603.27",$168.69,$139.43,,
잡화 수익,"$83,751.23",8/9/2020 Sun,"$3,537.18",$579.27,$506.00,$28.66,"$1,870.04",,,$73.17,$138.38,$19.96,"-$2,877.13","$2,191.23",58.15%,61.95%,76.16%,,,,,,,,,,,,$660.05,,8/9/2020 Sun,"$3,537.18","$1,085.27",$28.66,"$1,870.04",$73.17,$138.38,,
토바코 수익,"$6,550.80",8/10/2020 Mon,"$4,993.94",$608.91,$577.10,$49.18,"$2,975.56",,,$196.82,$132.10,$0.00,"-$4,278.89","$3,232.32",65.54%,64.72%,75.54%,64.92%,Week 125,"$4,824.04",$636.06,$454.63,$36.16,"$2,855.91",,,$257.82,$122.89,$715.05,,8/10/2020 Mon,"$4,993.94","$1,186.01",$49.18,"$2,975.56",$196.82,$132.10,,
맥주 수익,"$3,823.40",8/11/2020 Tue,"$4,125.71",$548.79,$81.80,$13.87,"$2,827.27",,,$138.28,$140.42,$0.00,"-$2,955.01","$2,228.67",75.38%,54.02%,75.42%,,,,,,,,,,,,"$1,170.70",,8/11/2020 Tue,"$4,125.71",$630.59,$13.87,"$2,827.27",$138.28,$140.42,,
,,8/12/2020 Wed,"$4,225.06",$509.74,$342.50,$46.77,"$2,480.82",,,$381.87,$58.13,$20.93,"-$4,225.06","$2,891.27",64.59%,68.43%,68.43%,,,,,,,,,,,,$0.00,,8/12/2020 Wed,"$4,225.06",$852.24,$46.77,"$2,480.82",$381.87,$58.13,,
,"$4,667.13",8/13/2020 Thu,"$4,682.25",$532.00,$821.40,$13.63,"$2,477.72",,,$311.31,$87.36,$12.99,"-$4,187.20","$3,370.06",58.21%,71.98%,80.48%,,,,,,,,,,,,$495.05,,8/13/2020 Thu,"$4,682.25","$1,353.40",$13.63,"$2,477.72",$311.31,$87.36,,
,,8/14/2020 Fri,"$5,808.43","$1,070.84",$393.60,$37.47,"$3,298.40",,,$279.57,$146.37,$53.89,"-$4,983.37","$3,789.32",62.47%,65.24%,76.04%,,,,,,,,,,,,$825.06,,8/14/2020 Fri,"$5,808.43","$1,464.44",$37.47,"$3,298.40",$279.57,$146.37,,
,,8/15/2020 Sat,"$6,062.14",$689.38,$534.20,$60.21,"$3,661.39",,,$360.85,$156.97,$47.85,"-$4,239.93","$3,395.72",66.44%,56.02%,80.09%,,,,,,,,,,,,"$1,822.21",,8/15/2020 Sat,"$6,062.14","$1,223.58",$60.21,"$3,661.39",$360.85,$156.97,,
,,8/16/2020 Sun,"$3,870.74",$492.76,$431.80,$31.96,"$2,270.24",,,$136.04,$138.90,$16.97,"-$3,526.46","$2,866.29",64.52%,74.05%,81.28%,,,,,,,,,,,,$344.28,,8/16/2020 Sun,"$3,870.74",$924.56,$31.96,"$2,270.24",$136.04,$138.90,,
,,8/17/2020 Mon,"$4,304.84",$568.08,$393.40,$33.51,"$2,507.91",,,$196.98,$170.44,$42.99,"-$3,542.07","$2,722.05",64.08%,63.23%,76.85%,68.05%,Week 126,"$4,337.90",$645.96,$441.39,$29.38,"$2,504.43",,,$159.52,$129.32,$762.77,,8/17/2020 Mon,"$4,304.84",$961.48,$33.51,"$2,507.91",$196.98,$170.44,,
,,8/18/2020 Tue,"$3,494.40",$685.11,$81.80,$20.06,"$2,098.45",,,$91.85,$111.25,$87.96,"-$2,944.36","$2,319.81",66.06%,66.39%,78.79%,,,,,,,,,,,,$550.04,,8/18/2020 Tue,"$3,494.40",$766.91,$20.06,"$2,098.45",$91.85,$111.25,,
,,8/19/2020 Wed,"$3,688.09",$670.83,$671.50,$16.87,"$1,753.91",,,$89.48,$137.08,$12.96,"-$3,358.07","$2,601.90",52.31%,70.55%,77.48%,,,,,,,,,,,,$330.02,,8/19/2020 Wed,"$3,688.09","$1,342.33",$16.87,"$1,753.91",$89.48,$137.08,,
,,8/20/2020 Thu,"$4,822.39",$620.11,$674.50,$41.71,"$2,752.98",,,$118.21,$157.29,$18.97,"-$4,107.35","$3,262.63",62.80%,67.66%,79.43%,,,,,,,,,,,,$715.04,,8/20/2020 Thu,"$4,822.39","$1,294.61",$41.71,"$2,752.98",$118.21,$157.29,,
,,8/21/2020 Fri,"$5,819.43",$820.15,$479.70,$36.36,"$3,479.46",,,$269.09,$162.89,$42.46,"-$4,719.38","$3,573.70",65.77%,61.41%,75.72%,,,,,,,,,,,,"$1,100.05",,8/21/2020 Fri,"$5,819.43","$1,299.85",$36.36,"$3,479.46",$269.09,$162.89,,
